index,title,random_sentence,url,categories
299,André Oheix,"Sa mère Marie-Ambroisine-Louise-Théodore, née Pivert, est la fille du président du tribunal civil de Loudéac, Joseph Pivert.",fr.wikipedia.org/wiki/Andr%C3%A9_Oheix,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte histoire, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Avocat français du XXe siècle, Catégorie:Catégorie Commons avec lien local identique sur Wikidata, Catégorie:Docteur en droit, Catégorie:Décès en juillet 1919, Catégorie:Décès à 32 ans, Catégorie:Historien de la Bretagne, Catégorie:Historien français du XXe siècle, Catégorie:Militaire français mort au combat lors de la Première Guerre mondiale, Catégorie:Mort pour la France, Catégorie:Naissance en novembre 1882, Catégorie:Naissance à Loudéac, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives à la littérature, Catégorie:Page pointant vers des bases relatives à la recherche, Catégorie:Page utilisant P106, Catégorie:Page utilisant P166, Catégorie:Page utilisant P22, Catégorie:Page utilisant P2732, Catégorie:Page utilisant P410, Catégorie:Page utilisant P5641, Catégorie:Page utilisant P607, Catégorie:Page utilisant P69, Catégorie:Personnalité bretonne du XXe siècle, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Biographie/Articles liés/Entreprises, Catégorie:Portail:Biographie/Articles liés/Militaire, Catégorie:Portail:Bretagne/Articles liés, Catégorie:Portail:Bretagne/Articles liés directement, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Haut Moyen Âge/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Histoire de Bretagne/Articles liés, Catégorie:Portail:Historiographie/Articles liés, Catégorie:Portail:Moyen Âge/Articles liés, Catégorie:Spécialiste du haut Moyen Âge, Catégorie:Titulaire de la croix de guerre 1914-1918, Catégorie:Titulaire de la médaille militaire, Catégorie:Wikipédia:Article biographique, Catégorie:Étudiant de la faculté de droit de Paris"
300,Traité international sur les ressources phytogénétiques pour l'alimentation et l'agriculture,"Une fois ratifié, les pays signataires constitueront l'organe directeur qui décidera des conditions d'application du Traité.",fr.wikipedia.org/wiki/Trait%C3%A9_international_sur_les_ressources_phytog%C3%A9n%C3%A9tiques_pour_l%27alimentation_et_l%27agriculture,"Catégorie:Droit des brevets, Catégorie:Politique agricole, Catégorie:Portail:Agriculture et agronomie/Articles liés, Catégorie:Portail:Années 2000/Articles liés, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Environnement/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Relations internationales/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:XXIe siècle/Articles liés, Catégorie:Portail:Époque contemporaine/Articles liés, Catégorie:Projet:Biologie/Pages liées, Catégorie:Traité de protection de l'environnement, Catégorie:Traité des Nations unies, Catégorie:Traité entré en application en 2004, Catégorie:Traité signé en 2001"
301,Sleeper hit,(en) Cet article est partiellement ou en totalité issu de l’article de Wikipédia en anglais intitulé « Sleeper hit » (voir la liste des auteurs).,fr.wikipedia.org/wiki/Sleeper_hit,"Catégorie:Portail:Cinéma/Articles liés, Catégorie:Portail:Jeu vidéo/Articles liés, Catégorie:Portail:Musique/Articles liés, Catégorie:Terminologie cinématographique, Catégorie:Terminologie du jeu vidéo, Catégorie:Vocabulaire de la musique, Catégorie:Wikipédia:ébauche cinéma, Catégorie:Wikipédia:ébauche jeu vidéo, Catégorie:Wikipédia:ébauche musique"
303,Stade de la ville d'Arezzo,Portail de l’architecture et de l’urbanisme   Portail du football   Portail de l’athlétisme   Portail de la Toscane,fr.wikipedia.org/wiki/Stade_de_la_ville_d%27Arezzo,"Catégorie:Arezzo, Catégorie:Article géolocalisé en Italie, Catégorie:Article utilisant l'infobox Stade, Catégorie:Article utilisant une Infobox, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Athlétisme/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Football/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Sport/Articles liés, Catégorie:Portail:Toscane/Articles liés, Catégorie:Stade d'athlétisme en Italie, Catégorie:Stade de football en Toscane, Catégorie:Stade multifonction en Italie, Catégorie:Stade portant le nom d'une ville, Catégorie:Unione Sportiva Arezzo, Catégorie:Wikipédia:ébauche Toscane, Catégorie:Wikipédia:ébauche stade de football, Catégorie:Équipement sportif achevé en 1961"
304,Transliminalité,"(1994) A common thread underlying belief in the paranormal, mystical experience and psychopathology Journal of Parapsychology, 58, 3-38",fr.wikipedia.org/wiki/Transliminalit%C3%A9,"Catégorie:Parapsychologie, Catégorie:Portail:Paranormal/Articles liés, Catégorie:Portail:Scepticisme rationnel/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Wikipédia:ébauche psychologie"
305,Œuvre graphique de Luc Tuymans,"The Rumour, série de 7 lithographies en couleurs, montées sur 4 panneaux de bois derrière plexiglas peint, avec pigeonnier, 18 exemplaires",fr.wikipedia.org/wiki/%C5%92uvre_graphique_de_Luc_Tuymans,"Catégorie:Graphisme, Catégorie:Portail:Art contemporain/Articles liés, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Gravure/Articles liés"
306,Nécropole Saint-Seurin de Bordeaux,"La ville de Bordeaux fait l'objet d'une forte romanisation, avec l'apparition d'institutions de type ""romain"" entre les règnes de Claude (41-54 ap.",fr.wikipedia.org/wiki/N%C3%A9cropole_Saint-Seurin_de_Bordeaux,"Catégorie:Article géolocalisé en France, Catégorie:Article utilisant l'infobox Cimetière, Catégorie:Article utilisant une Infobox, Catégorie:Monument historique à Bordeaux, Catégorie:Mémoire collective, Catégorie:Nécropole en France, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Portail:Archéologie/Articles liés, Catégorie:Portail:Bordeaux/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Gironde/Articles liés, Catégorie:Portail:Mort/Articles liés, Catégorie:Portail:Nouvelle-Aquitaine/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés"
307,Histoire du visuel,Il est un domaine qui a indéniablement eu une influence certaine dans les méthodologies d'analyse et l'ouverture des sujets c'est la sémiologie.,fr.wikipedia.org/wiki/Histoire_du_visuel,"Catégorie:Analyse artistique, Catégorie:Histoire culturelle, Catégorie:Histoire de l'art, Catégorie:Histoire thématique, Catégorie:Iconographie, Catégorie:Médias, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Culture/Articles liés, Catégorie:Portail:Historiographie/Articles liés, Catégorie:Portail:Technologies/Articles liés"
308,Alan Odle,Portail du dadaïsme et du surréalisme   Portail des arts   Portail de l’Angleterre   Portail de la littérature britannique,fr.wikipedia.org/wiki/Alan_Odle,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Artiste, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Artiste, Catégorie:Bloomsbury Group, Catégorie:Décès en 1948, Catégorie:Illustrateur britannique, Catégorie:Illustrateur érotique, Catégorie:Naissance en 1888, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives aux beaux-arts, Catégorie:Page utilisant P106, Catégorie:Page utilisant P1711, Catégorie:Page utilisant P2031, Catégorie:Page utilisant P2032, Catégorie:Page utilisant P245, Catégorie:Page utilisant P26, Catégorie:Page utilisant P27, Catégorie:Page utilisant P3373, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant P650, Catégorie:Page utilisant P6578, Catégorie:Personnalité liée au surréalisme, Catégorie:Portail:Angleterre/Articles liés, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Dada et Surréalisme/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Littérature/Articles liés, Catégorie:Portail:Littérature britannique/Articles liés, Catégorie:Portail:Royaume-Uni/Articles liés, Catégorie:Wikipédia:Article biographique"
309,Stade olympique de Gabès,"Le stade olympique de Gabès (arabe : الملعب الأولمبي بقابس), est le principal stade de football de Gabès (Tunisie).",fr.wikipedia.org/wiki/Stade_olympique_de_Gab%C3%A8s,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article géolocalisé en Tunisie, Catégorie:Article utilisant l'infobox Stade, Catégorie:Article utilisant une Infobox, Catégorie:Gouvernorat de Gabès, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Page utilisant P18, Catégorie:Portail:Afrique/Articles liés, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Athlétisme/Articles liés, Catégorie:Portail:Football/Articles liés, Catégorie:Portail:Maghreb/Articles liés, Catégorie:Portail:Monde arabe/Articles liés, Catégorie:Portail:Sport/Articles liés, Catégorie:Portail:Tunisie/Articles liés, Catégorie:Stade d'athlétisme en Tunisie, Catégorie:Stade de football en Tunisie, Catégorie:Stade multifonction en Tunisie, Catégorie:Stade portant le nom d'une ville, Catégorie:Wikipédia:ébauche stade de football"
310,Complexe multisports de la Mundi,"1 Stade principal avec gazon naturel, piste d'athlétisme 6 couloirs, tribune couverte de 1000 places",fr.wikipedia.org/wiki/Complexe_multisports_de_la_Mundi,"Catégorie:Article géolocalisé au Cameroun, Catégorie:Article utilisant l'infobox Organisation, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Organisation, Catégorie:Centre d'entraînement de football au Cameroun, Catégorie:Page avec des cartes, Catégorie:Page avec des données de géolocalisation non prises en charge, Catégorie:Page géolocalisée par Wikidata, Catégorie:Page utilisant P17, Catégorie:Page utilisant P31, Catégorie:Page utilisant le modèle Autorité inactif, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Piscine au Cameroun, Catégorie:Portail:Afrique/Articles liés, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Cameroun/Articles liés, Catégorie:Portail:Sport/Articles liés, Catégorie:Région du Centre (Cameroun), Catégorie:Salle de basket-ball au Cameroun, Catégorie:Salle de volley-ball au Cameroun, Catégorie:Stade de football au Cameroun, Catégorie:Stade multifonction au Cameroun, Catégorie:Stade portant le nom d'une ville, Catégorie:Équipement de tennis, Catégorie:Équipement sportif achevé en 2021"
312,Retraite (économie),La crise financière de 2008 a également renforcé les critiques contre des pensions de retraites qui dépendraient de la fluctuation boursière.,fr.wikipedia.org/wiki/Retraite_(%C3%A9conomie),"Catégorie:Article avec source à lier, Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article contenant un lien mort, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article à référence nécessaire, Catégorie:Article à référence souhaitée, Catégorie:Catégorie Commons avec lien local identique sur Wikidata, Catégorie:Droit du travail, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives à la santé, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P1417, Catégorie:Page utilisant P3219, Catégorie:Page utilisant P4342, Catégorie:Page utilisant P486, Catégorie:Page utilisant P5395, Catégorie:Page utilisant P902, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Finance/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Retraite"
313,Soldiers of Odin,Les Soldiers of Odin (SOO) est une organisation de patrouille de rue opposée à l'immigration formée en octobre 2015 à Kemi en Finlande par Mika Ranta.,fr.wikipedia.org/wiki/Soldiers_of_Odin,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article contenant un lien mort, Catégorie:Article utilisant l'infobox Organisation, Catégorie:Article utilisant une Infobox, Catégorie:Article à référence nécessaire, Catégorie:Auto-justice, Catégorie:Crise migratoire en Europe, Catégorie:Extrême droite en Amérique, Catégorie:Extrême droite en Europe, Catégorie:Organisation nationaliste blanche, Catégorie:Page géolocalisable sans coordonnées paramétrées, Catégorie:Page utilisant P1142, Catégorie:Page utilisant P1387, Catégorie:Page utilisant P17, Catégorie:Portail:Politique/Articles liés, Catégorie:Wikipédia:ébauche politique"
314,Dub poetry,"Arrivé en Grande-Bretagne en 1963 à l’âge de 11 ans, il obtient une licence en sociologie et rejoint les Black Panthers.",fr.wikipedia.org/wiki/Dub_poetry,"Catégorie:Art oratoire, Catégorie:Article utilisant une Infobox, Catégorie:Arts du spectacle, Catégorie:Courant de reggae, Catégorie:Portail:Littérature/Articles liés, Catégorie:Portail:Musique/Articles liés, Catégorie:Portail:Poésie/Articles liés, Catégorie:Portail:Reggae/Articles liés, Catégorie:Style de dub"
316,Guy Dessicy,"Eddy Ryssack supervise les débats du côté néerlandophone, tandis que Dessicy s'en occupe du côté francophone.",fr.wikipedia.org/wiki/Guy_Dessicy,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte bande dessinée, Catégorie:Article utilisant le modèle Dictionnaires inactif, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Biographie, Catégorie:Collaborateur du Journal de Tintin, Catégorie:Coloriste belge de bande dessinée, Catégorie:Conservateur belge de musée, Catégorie:Décès en juillet 2016, Catégorie:Décès à 92 ans, Catégorie:Décès à Watermael-Boitsfort, Catégorie:Naissance en mars 1924, Catégorie:Naissance à Saint-Gilles (Bruxelles), Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives à l'audiovisuel, Catégorie:Page pointant vers des bases relatives à la bande dessinée, Catégorie:Page utilisant P106, Catégorie:Page utilisant P1066, Catégorie:Page utilisant P108, Catégorie:Page utilisant P19, Catégorie:Page utilisant P20, Catégorie:Page utilisant P27, Catégorie:Page utilisant P345, Catégorie:Page utilisant P39, Catégorie:Page utilisant P5035, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Portail:Bande dessinée/Articles liés, Catégorie:Portail:Bande dessinée francophone/Articles liés, Catégorie:Portail:Belgique/Articles liés, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Bruxelles/Articles liés, Catégorie:Portail:Commerce/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Médias/Articles liés, Catégorie:Portail:Publicité/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Publicitaire, Catégorie:Restaurateur d'œuvres d'art, Catégorie:Tintin, Catégorie:Wikipédia:Article biographique, Catégorie:Étudiant de l'Académie royale des beaux-arts de Bruxelles"
